sim_index	hCapM	hConM	densityM	convection	height	A	B	A_var	B_var	iteration
1	3431.02947436273	0.522454071417451	1100.96552770119	0.661652471069247	1.65427873106673	1.42926004471195	-0.0980767991358692	7.09590555645401E-05	1.65515228806281E-07	0
2	3678.59451286495	0.326220187284052	1057.00487028062	3.71535424684174	1.85052829398774	1.70891693950339	-0.117970704871334	0.0006339009418611	7.3281146561017E-07	0
3	3846.69742360711	0.458851450821385	1087.13432166167	2.39815465743654	1.76646974738687	1.52977071791401	-0.106845310092037	0.0001680915102663	3.0277696782591E-07	0
4	3106.17862269282	0.393379895789549	1074.40118557308	4.8938741915673	1.56333049763925	1.7047010090815	-0.129562999730886	0.0006448170089262	8.8232084612755E-07	0
5	3232.05129150301	0.48032929809764	1068.14735759236	6.02212280507199	1.62478203261271	1.66136794380958	-0.139446846478687	0.0003951516739465	7.01769094964775E-07	0
6	3970.82677576691	0.371301832552999	1111.21739234868	2.70638954155147	1.77032816535793	1.62550869217924	-0.102843961096009	0.0004264989746562	5.17638168670969E-07	0
7	3554.46515511721	0.548813506448642	1077.52978993487	4.29707336151972	1.86258483994752	1.53705716350468	-0.132239694372377	0.0001230851239528	3.04134921066021E-07	0
8	3305.15679996461	0.299260528208688	1091.15354826301	1.51646133338101	1.70752145689912	1.66734020650546	-0.103683275163624	0.0006312757806562	6.76017117576164E-07	0
9	3319.44143213332	0.440194152118638	1080.85149870813	3.15293990093283	1.82604847815819	1.5708037111475	-0.124573444555408	0.0001911975337613	3.80024521823646E-07	0
10	3570.94226963818	0.408780066454783	1094.94838659745	5.57628420248628	1.67918838504702	1.70017811656685	-0.125575512384194	0.000590214598469	7.7727421630249E-07	0
11	3903.5674855113	0.510986714120954	1064.40145474765	1.42788098813966	1.58824024549685	1.46610991778814	-0.0964810257165174	0.0001172534630718	2.30299611334682E-07	0
12	3143.5488909483	0.339122799355537	1107.83332130499	4.38636528980918	1.74199000457302	1.72808968770096	-0.126145941829862	0.0007089524809413	8.63483343334502E-07	0
13	3019.38902307302	0.562170440657064	1083.81307473127	3.62174703778699	1.79489627932198	1.52779179328761	-0.139086676526014	0.0001120119158806	3.11513537793091E-07	0
14	3777.72533614188	0.288549931785092	1070.60680950619	0.754547923328355	1.59996031951159	1.66656289130445	-0.0887811195031917	0.0009011677897176	7.58105903635931E-07	0
15	3696.78442832083	0.496183790899813	1104.71189238876	5.35826147335582	1.68269967078231	1.61212394752007	-0.124322854379059	0.0002928208208425	5.03806970594151E-07	0
16	3443.60130932182	0.353401294723153	1060.38940359186	1.93305579259992	1.88715286003426	1.58210488059888	-0.112511614729573	0.0002422925721187	3.92904388988243E-07	0
17	3488.8077005744	0.4879842133075	1097.52461781539	4.01204688644037	1.55726530137472	1.58360643981549	-0.117630274338548	0.0002754538827361	4.77196203813077E-07	0
18	3745.31818926334	0.359705770649016	1082.06390274409	1.77658483424224	1.75066400906071	1.59393841827737	-0.101321656646655	0.0003433664794289	4.53430067260785E-07	0
19	3795.72078026831	0.579457313260064	1105.06927823555	5.91929468921386	1.8442915121559	1.56361309061286	-0.134149771093232	0.0001521551445588	3.50601720774689E-07	0
20	3032.65328891575	0.271941199703142	1063.83609107882	2.78431485693902	1.63864186629653	1.79730722466637	-0.116390424508344	0.0013906823872865	1.20699738405337E-06	0
21	3951.92879008091	0.273736077534937	1098.49209991627	6.00627516808219	1.86706577658622	1.92987029087351	-0.118731904544431	0.0025345128914196	1.57786767343996E-06	1
21	3947.06264189143	0.579992876329485	1098.44712502631	0.980387194671756	1.86463091111643	1.38488186096726	-0.0954626121520707	3.65043797706593E-05	9.85943021933129E-08	1
22	3213.074934399	0.27133479045698	1087.55653963718	6.14547341339737	1.56352550843941	1.96020707577848	-0.124616111373572	0.00353043152172002	2.20496161440864E-06	2
23	3762.25134830351	0.576027762932925	1057.55817838115	4.71125369143577	1.57515175804434	1.55768558741539	-0.12322236126017	0.000195449711273743	3.99547973420542E-07	3
24	3097.03036053336	0.409896955485444	1057.45903603643	0.373004946958544	1.87602462881614	1.45904555921748	-0.106972837624187	7.69266222409636E-05	1.81443844547666E-07	4
25	3423.53019489392	0.270177027484983	1099.81057501065	1.31877219916272	1.87372060623759	1.67405285035087	-0.102401709319481	0.000618238750451714	6.35172707624964E-07	5
26	3999.39003651453	0.272319728793098	1064.17960392074	4.28026127420697	1.57099679210487	1.93879692447311	-0.104694491160676	0.00408312754227764	2.0105693047014E-06	6
27	3071.30453418485	0.576845151453511	1059.22128795204	1.12272033194674	1.83953910845676	1.42188359166146	-0.118923637175374	4.24749475037992E-05	1.36919051927456E-07	7
28	3039.31938303327	0.575936582786782	1103.41531844738	5.76566199984667	1.63917034843414	1.59894544871802	-0.145509737568091	0.000221046461167881	5.18374188547256E-07	8
29	3071.83486973361	0.338240634872259	1081.60491677738	6.12427790313463	1.8986927720287	1.76000650129279	-0.145641408643368	0.000675056127051685	9.55447965722214E-07	9
30	3926.67048808128	0.349947142835816	1094.49681566339	6.10603257435015	1.60270940053505	1.80476533704102	-0.115134130451939	0.00148162700117585	1.23614436671681E-06	10
31	3479.79850275515	0.573194181194274	1082.06797967912	1.11327124981409	1.56810252208324	1.43027410833751	-0.100968877918471	7.19979756601424E-05	1.74608775100037E-07	11
32	3804.36091561297	0.41488829648214	1099.73151660737	0.453988450585839	1.58820039886801	1.48216009199418	-0.0865207461303851	0.000174700880227818	2.7440998055487E-07	12
33	3925.68666873672	0.332417978906342	1107.98565618733	0.454129391991304	1.87373686544743	1.53481726329324	-0.0888585585382876	0.000235597282649489	3.14789331791171E-07	13
34	3001.6607076748	0.304741815009596	1104.17758013323	0.357188754444424	1.72785857453451	1.5760798522265	-0.0994913389268774	0.000311732347497047	4.25961719454835E-07	14
35	3959.07333807999	0.489252830200556	1111.31251894801	6.0124534738475	1.87161840298353	1.61445546518495	-0.127979066893193	0.000249729857300766	4.47233820147313E-07	15
36	3000.82461683469	0.455543831603413	1075.16994244143	1.07168014041291	1.61514856393648	1.49919769266479	-0.109998846560533	0.000131455286624624	2.77455206031917E-07	16
37	3719.6878810646	0.557843722114194	1106.74471700746	6.12770376330199	1.59608686321301	1.59614261773099	-0.126553643808231	0.000261472382590138	4.88899144395582E-07	17
38	3095.18753833697	0.270176120070273	1079.62090267703	4.83468424896863	1.80671325497994	1.84513581759772	-0.128718865019071	0.00146406367494413	1.31384038034683E-06	18
39	3123.70198195668	0.470947993819441	1099.30184320053	6.00811214967478	1.8819424365732	1.63736918156152	-0.149781585312649	0.000258766581162473	5.61936756775705E-07	19
40	3865.99777350198	0.501978558580106	1099.10438547569	0.578512045598523	1.87029565723087	1.41396229953672	-0.0947495452689807	5.38692683171525E-05	1.2725524569231E-07	20
41	3989.13300268361	0.442350522688819	1102.82697466026	6.12357530302217	1.59955856099907	1.67977083261883	-0.117024689758298	0.000587520185282133	7.34415265052771E-07	21
42	3165.53172273528	0.35826322552476	1063.75596352595	1.02330707116902	1.55740180571775	1.57013962768886	-0.101661724356711	0.000317603565366416	4.58194838790174E-07	22
43	3981.18377219082	0.549845208417677	1056.59899570615	0.455713352180436	1.67843932293723	1.39963440575319	-0.0904101989355345	5.56109901245336E-05	1.3044855467612E-07	23
44	3959.09606337111	0.394662803220102	1057.90381307317	5.73285468420343	1.85928319855037	1.67716900140005	-0.123644083512017	0.000452740352898346	6.24570938512016E-07	24
45	3044.96424249883	0.540704380269703	1094.5298091883	0.582887894550762	1.55990230697334	1.43740115693939	-0.104581147331704	7.35083640068585E-05	1.82571579249193E-07	25
46	3200.66662541292	0.270287093086736	1082.0047618544	0.577129742295998	1.64552893412122	1.66695027415532	-0.0961955073678631	0.000752708723302649	7.16891761574484E-07	26
47	3156.27397711708	0.552035998951238	1067.33419059493	6.14664466892935	1.76166204965346	1.60288412634062	-0.149734179976258	0.000206866953961843	5.03182939271996E-07	27
48	3877.23926277499	0.277828083708169	1070.60241759435	1.26681098560284	1.89148724466427	1.66438285011556	-0.0969446623235686	0.000620538647247158	6.03313085277328E-07	28
49	3986.71197903128	0.573729795864173	1074.22455942049	3.16416227477127	1.58515953202924	1.49735432553183	-0.107623942923703	0.000133683165912261	2.74675999930526E-07	29
50	3998.22848111785	0.422663504270134	1058.49433174909	3.82385185276164	1.59165845249376	1.62652027033982	-0.108308922714199	0.000445770285483401	5.85100465161805E-07	30
51	3039.52361869023	0.495829378739599	1057.46098782824	0.378318279241537	1.80532328075134	1.42365505017427	-0.108789262237135	5.08231846243229E-05	1.41665370827651E-07	31
52	3691.87965966695	0.443365090897295	1055.05657045089	0.554579165329971	1.89680304543712	1.44239009010605	-0.0992624757521191	7.01762975565762E-05	1.57990661490991E-07	32
53	3041.86152540684	0.406239347639457	1067.18763482316	5.69433230523759	1.89180299654317	1.67808340517488	-0.1498174968612	0.000360726400849486	6.88101569994898E-07	33
54	3012.46987794121	0.516768852456217	1084.65311382162	2.7284151390021	1.58292518708129	1.54096140707718	-0.124418914308042	0.000167168420173388	3.68383417110396E-07	34
55	3526.74794654096	0.319452419507754	1107.11667458438	3.5953389199219	1.55213234192389	1.7578898529662	-0.107717307723431	0.00128385298237567	1.10226362588384E-06	35
56	3055.22577635525	0.563786479654255	1106.40806119903	0.635283444915666	1.8434091026623	1.4028416551588	-0.110830453063009	3.70055359177072E-05	1.15600526820048E-07	36
57	3004.00760473334	0.275139738588243	1111.60582117004	3.75844440300219	1.59441849143148	1.8477427094134	-0.118477562394873	0.00192757345085169	1.49339789700986E-06	37
58	3873.65873198189	0.346277663950916	1082.8709522351	0.523251353868006	1.55310806764326	1.55698684958617	-0.0849024263062428	0.000398934032484387	4.58746327836612E-07	38
59	3998.15300061269	0.575202682009349	1084.21928393864	3.69562392612093	1.86406261919806	1.49820572925322	-0.118920457684026	9.46526805741752E-05	2.26716039313016E-07	39
60	3488.68715136697	0.272735416999391	1068.82406922429	6.05439166168968	1.89617362969376	1.88255419788404	-0.130845102284071	0.00168538795529549	1.40395816742449E-06	40
61	3082.93622286817	0.319144309027032	1078.77201435358	5.47729176808898	1.5700517613528	1.83496019234675	-0.129908070077189	0.00156377261188782	1.46640682210818E-06	41
62	3980.38210155977	0.544302753601958	1057.90455044708	5.77053869282826	1.69985851699237	1.59132233738755	-0.126522536370665	0.000232515589848945	4.41760158388834E-07	42
63	3119.43308679231	0.484443130430461	1093.03860935683	2.51140183856397	1.88961766698282	1.49320771498867	-0.123330150628642	8.91832186609829E-05	2.30759535616542E-07	43
64	3941.90259789735	0.298189794533863	1063.71804385636	6.02898682143636	1.61924947427501	1.9179104567902	-0.114987507637413	0.00295315239502617	1.79785331425646E-06	44
65	3999.42190922419	0.430102414817049	1060.42634795677	4.59332643298763	1.89183242737581	1.61612036456577	-0.12203262236515	0.000274769075491873	4.52444248334016E-07	45
66	3951.04485417289	0.517445671011238	1105.56122415884	2.5959903649913	1.8987768408721	1.48544378543467	-0.110291551981099	9.21236265574204E-05	2.0566454789194E-07	46
67	3975.73602438966	0.337798310107007	1084.39807354842	5.80791151146234	1.89201745547002	1.7665055594397	-0.122451833513406	0.000859345463786977	8.8783767392873E-07	47
68	3050.37973828855	0.314332294411179	1066.00243580374	2.52682605719807	1.8804502764767	1.65529341628074	-0.123221448777929	0.000397439594297042	5.84631283150558E-07	48
69	3096.81014930497	0.563669136676177	1078.08466150526	5.06629278261435	1.8910459930881	1.54110057084473	-0.147207631580905	0.000114160708176966	3.33694689246194E-07	49
70	3967.55200527206	0.388277911694648	1056.55515529704	0.507035512333203	1.74368068010364	1.49730589573982	-0.0899065851183833	0.000170238028220627	2.6676396999993E-07	50
71	3040.39922884216	0.488797071125141	1072.20059740173	5.61442676435778	1.56579016099825	1.6501112096068	-0.140171517925919	0.00037531192369399	6.97222448924417E-07	51
72	3105.07825894877	0.278335788496179	1073.19954381941	1.46854218936363	1.89603171939353	1.64868244176178	-0.111873228701331	0.000435555529035434	5.59504187248688E-07	52
73	3019.71894401149	0.286147520240604	1108.00341900532	0.775364618963591	1.57561324170334	1.65399738895191	-0.0983763357315545	0.000685154547370362	7.05412113480234E-07	53
74	3629.19793882959	0.455301286335924	1058.10898039041	0.380209601540135	1.57021740510818	1.45264026267753	-0.0910240804058268	0.000114833178510118	2.18435793606581E-07	54
75	3944.11511549653	0.284433957035924	1098.32409154798	4.64759468336126	1.89891829861351	1.80914377456629	-0.111747882584755	0.00133779679597681	1.04911932270187E-06	55
76	3823.01688287332	0.57758709726829	1088.42491146566	5.9618858742419	1.8820954813755	1.56180721353964	-0.136403491855186	0.00014370598428691	3.42709848418679E-07	56
77	3838.36488760308	0.293135185662487	1100.66133955865	0.567661609081443	1.55982450416989	1.66417935804896	-0.0854640838275707	0.000977895903399303	7.81381790757627E-07	57
78	3213.074934399	0.27133479045698	1087.55653963718	6.14547341339737	1.56352550843941	1.96020707577848	-0.124616111373572	0.00353043152172002	2.20496161440864E-06	58
79	3022.8038710297	0.567153356104848	1082.49129590575	4.91334637486917	1.57895549997285	1.58304552877452	-0.139709383042934	0.000210985707683063	4.86953785509035E-07	59
80	3996.91957220952	0.477638029506101	1080.74607326093	5.30977864572346	1.55833170724272	1.62299131961848	-0.114636171067973	0.000398622088768663	5.79661687516432E-07	60
81	3947.06264189143	0.579992876329485	1098.44712502631	0.980387194671756	1.86463091111643	1.39856754563181	-0.0984374120059221	4.09552207029411E-05	1.09102206925141E-07	61
82	3999.39003651453	0.272319728793098	1064.17960392074	4.28026127420697	1.57099679210487	1.93879692447311	-0.104694491160676	0.00408312754227764	2.0105693047014E-06	62
83	3009.23892141851	0.384839373271364	1073.14028161325	0.531638377119489	1.76743161237478	1.49039459399936	-0.104424973185618	0.00012078228255407	2.43257064354022E-07	63
84	3123.8568811293	0.397236856802188	1086.74522210917	5.77604618642892	1.56267781586586	1.72822208905494	-0.132764929491715	0.000738473618656689	9.79927213023702E-07	64
85	3995.52617906194	0.57824805575358	1081.5049900537	5.39912230952176	1.63524899453194	1.56157522801403	-0.1211952412802	0.000197512939928521	3.876896443635E-07	65
86	3777.40483824118	0.5712661920789	1083.54224761353	1.18892243987379	1.55487770069787	1.42818742061307	-0.0958000438977694	7.78331997997983E-05	1.76173700980652E-07	66
87	3999.48940429459	0.363834379717845	1056.50456338061	3.34033279714761	1.57926188474089	1.67810307486675	-0.103617010250395	0.000742536511344361	7.67258448718756E-07	67
88	3217.31631198439	0.579613679790006	1064.95660569082	2.30630137569543	1.61022176594601	1.48261945780799	-0.119084688224625	9.70374403414934E-05	2.47031174159381E-07	68
89	3021.83139164581	0.429691346822319	1074.65538178573	2.80606314439337	1.58510058947334	1.59370346734468	-0.121236097110543	0.000285469611191144	5.01653064661737E-07	69
90	3047.48207777823	0.281423977589116	1077.39427375179	5.77331096669463	1.80574799019055	1.85472217781221	-0.135429450491972	0.00144721306876436	1.37969105289893E-06	70
91	3888.50376678984	0.348909635653663	1092.56637626975	0.469765891299079	1.89688735355036	1.51138249083241	-0.0910879990360155	0.000175628417231876	2.65908317903377E-07	71
92	3003.86388234171	0.495542686229926	1076.51576053631	6.05027006836042	1.79199615756041	1.64151777956576	-0.153375153142034	0.000274062907587883	6.12255465157301E-07	72
93	3965.92779185394	0.493110703761371	1093.58189644127	2.4570890506169	1.55079050251	1.5254342601676	-0.100711352448903	0.000205806628638336	3.43949316315416E-07	73
94	3308.61534260942	0.579271064177668	1107.22921593315	3.7623567437336	1.88843149852223	1.50573126482387	-0.134272244088496	8.80132178360045E-05	2.49987891808429E-07	74
95	3015.58070004252	0.33405524607624	1072.80610529552	1.38894597328111	1.55705056502381	1.61944293663689	-0.106301362333363	0.00045400710008884	5.92425143154522E-07	75
96	3065.5276337648	0.352090708568374	1078.29485410128	6.13493368415968	1.68754541666283	1.78946479152937	-0.139214043516599	0.00097270542170857	1.16837138087826E-06	76
97	3927.50485962505	0.455192304012891	1093.13001656252	0.656518023583413	1.88093196185767	1.44093288297101	-0.0941112988026681	7.56334202454749E-05	1.58355626764868E-07	77
98	3044.96424249883	0.540704380269703	1094.5298091883	0.582887894550762	1.55990230697334	1.43740115693939	-0.104581147331704	7.35083640068585E-05	1.82571579249193E-07	78
99	3321.82916969659	0.535719164589112	1067.41450510756	0.970199185482941	1.89063959653418	1.40508626519286	-0.107849015981942	3.91298889594194E-05	1.16181170461555E-07	79
100	3764.80355260723	0.541780347152032	1106.39358565329	6.0900349861019	1.89382833908659	1.58255712643989	-0.136052627876469	0.000173279295294111	3.82945427906989E-07	80
